page_url,pdf_link
https://www.banffjaspercollection.com/testx/,https://www.pursuitcollection.com/documents/guide1.pdf
https://www.banffjaspercollection.com/testx/,https://www.banffjaspercollection.com/Website/media/pursuit/brochure.pdf
https://www.banffjaspercollection.com/testx/,https://www.banffjaspercollection.com/Website/media/pursuit/brochure.pdf
